BucketSort
Elements, Best, Worst, Average
435, 3768.014404, 3601.601563, 3755.669922
436, 3468.441406, 3428.490234, 3491.307129
437, 3468.014160, 3423.769043, 3510.260986
438, 3431.221924, 3445.386719, 3443.785889
439, 3472.642090, 3490.938721, 3511.918701
440, 3655.974121, 3597.413574, 3718.892090
441, 5363.397461, 5409.291016, 4909.409180
442, 4072.369629, 3986.929199, 3898.591309
443, 3534.317139, 3534.992920, 3558.668701
444, 3723.701904, 3735.049316, 3808.746826
445, 3815.080078, 3747.115234, 3809.344482
446, 3523.858154, 3537.431152, 3518.174561
447, 3566.546143, 3502.433105, 3560.047607
448, 3692.304688, 3543.233154, 3612.895020
449, 3787.930176, 3672.993408, 3749.929688
450, 3866.022949, 4003.439453, 4056.512939
451, 3645.102295, 3693.043701, 3731.620605
452, 4095.689941, 4145.984375, 3953.371826
453, 3945.048828, 3788.288330, 3695.227051
454, 3589.975098, 3573.478516, 3553.312500
455, 3550.847656, 3574.798096, 3546.211670
456, 3565.694824, 3629.279785, 3640.940918
457, 3971.269043, 3925.968018, 4015.524170
458, 4174.707031, 4275.916504, 4373.252441
459, 3912.580811, 4118.441895, 4089.185059
460, 3947.248047, 3951.283936, 3932.168457
461, 3969.284668, 4094.478516, 4069.126953
462, 3650.468262, 3668.807861, 3649.542480
463, 3604.246826, 3613.280762, 3608.844482
464, 3638.264893, 3639.818359, 3697.244629
465, 4158.066406, 4092.831543, 4210.233887
466, 3950.506592, 3877.423096, 4083.963379
467, 4105.850586, 3956.872314, 3884.366455
468, 3964.175049, 3944.127441, 3921.686768
469, 4574.437500, 4635.792969, 4548.758789
470, 4520.093750, 4350.449219, 3954.095703
471, 4122.358887, 3944.444824, 3991.789551
472, 4412.086426, 4372.734375, 4229.398926
473, 3794.068848, 3798.303467, 3760.300049
474, 3736.227051, 3711.850342, 3704.090332
475, 3711.012939, 3704.115234, 3714.389160
476, 3752.541016, 3777.011719, 3764.099121
477, 3784.454346, 3788.251221, 3816.759766
478, 3941.365723, 3893.155029, 3870.706299
479, 3839.366455, 3841.045410, 3948.280762
480, 3989.866699, 3992.884766, 4018.598145
481, 4269.356445, 4254.548828, 4122.719727
482, 3944.085449, 4124.604980, 4006.112061
483, 3919.958252, 3913.150391, 4143.770996
484, 3806.885986, 3790.774902, 3808.677002
485, 3815.398438, 3808.407471, 3804.197754
486, 3794.599609, 3809.000732, 3779.919922
487, 3875.869629, 3836.569824, 3850.412109
488, 3843.737061, 3819.707031, 3828.131592
489, 4017.143311, 4039.760498, 3890.623779
490, 4700.274414, 4687.886230, 4808.752930
491, 4434.217773, 4567.638672, 4329.745117
492, 4659.312012, 4624.173828, 4483.784180
493, 3968.081299, 3937.207031, 3927.968262
494, 3862.018066, 3863.910889, 3875.746826
495, 3848.352051, 3861.480957, 3853.784668
496, 4047.854980, 3957.137939, 3920.068359
497, 3939.405762, 3888.053955, 3906.977051
498, 4035.880859, 4001.735107, 4009.147217
499, 4263.808105, 4066.753418, 4272.415039
